group_id,best_class,max_conf,x_center,y_center,width,height,Leanbot_0,Leanbot_p15,Leanbot_p30,Leanbot_p45,Leanbot_p60,Leanbot_p75,Leanbot_p90,Leanbot_p105,Leanbot_p120,Leanbot_p135,Leanbot_p150,Leanbot_p165,Leanbot_p180,Leanbot_p195,Leanbot_m150,Leanbot_m135,Leanbot_m120,Leanbot_m105,Leanbot_m90,Leanbot_m75,Leanbot_m60,Leanbot_m45,Leanbot_m30,Leanbot_m15,x1,y1,x2
6,Leanbot_m15,0.02,243.97,424.82,65.00,43.71,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,211.47,402.96,276.47
6,Leanbot_m15,0.02,242.91,431.40,62.16,31.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,211.83,415.69,273.99
7,Leanbot_p195,0.29,266.09,264.62,43.74,24.82,0.20,0.01,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.04,0.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,244.22,252.21,287.96
7,Leanbot_m15,0.20,266.48,263.69,43.57,26.43,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.20,244.70,250.47,288.27
7,Leanbot_p195,0.18,266.47,264.21,43.46,26.71,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,244.74,250.85,288.20
7,Leanbot_0,0.18,266.39,264.53,43.61,26.75,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,244.58,251.15,288.19
7,Leanbot_p180,0.17,266.47,263.62,43.58,26.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,244.68,250.15,288.26
7,Leanbot_p180,0.15,266.68,263.75,43.43,27.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,244.97,250.20,288.39
7,Leanbot_p195,0.13,266.09,263.61,43.10,26.86,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,244.54,250.18,287.64
7,Leanbot_0,0.12,266.10,264.61,44.27,26.32,0.12,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.08,0.00,0.00,0.00,0.01,0.01,0.01,0.00,0.00,0.00,0.01,243.97,251.45,288.24
7,Leanbot_p195,0.07,266.46,263.67,43.11,26.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,244.90,250.27,288.01
7,Leanbot_p180,0.07,266.67,263.63,43.84,26.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,244.75,250.31,288.59
7,Leanbot_p195,0.05,266.46,263.57,43.50,27.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,244.71,250.06,288.21
7,Leanbot_p180,0.04,266.64,263.76,43.42,27.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,244.93,250.20,288.35
7,Leanbot_p195,0.04,263.39,264.53,50.65,25.71,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,238.06,251.67,288.71
7,Leanbot_p195,0.02,266.41,262.80,43.24,30.60,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,244.79,247.50,288.03
7,Leanbot_m15,0.01,266.61,264.17,43.59,26.58,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,244.81,250.88,288.41
7,Leanbot_m15,0.01,266.65,264.14,43.88,26.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,244.71,250.99,288.59
8,Leanbot_p195,0.29,460.99,324.58,54.82,32.80,0.06,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.29,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,433.58,308.18,488.40
8,Leanbot_m15,0.22,461.32,324.49,55.80,32.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.22,433.42,308.35,489.22
8,Leanbot_m15,0.17,461.22,324.66,56.46,32.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.17,432.99,308.40,489.45
8,Leanbot_p195,0.14,461.01,324.26,54.73,32.70,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.14,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,433.64,307.91,488.38
8,Leanbot_m15,0.10,461.53,324.60,56.26,32.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,433.40,308.20,489.66
8,Leanbot_m15,0.09,461.16,324.69,55.80,32.29,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.09,433.26,308.55,489.06
8,Leanbot_p195,0.08,461.40,323.42,53.87,31.37,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,434.46,307.74,488.33
8,Leanbot_p195,0.08,460.65,324.11,55.51,32.13,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.89,308.05,488.40
8,Leanbot_p195,0.08,458.78,324.45,52.40,31.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.07,432.58,308.62,484.98
8,Leanbot_m15,0.06,462.08,324.84,53.79,31.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,435.19,309.04,488.97
8,Leanbot_m15,0.05,458.44,324.97,50.85,31.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,433.01,309.22,483.87
8,Leanbot_p195,0.05,460.20,324.49,55.35,33.03,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.52,307.98,487.88
8,Leanbot_p180,0.04,462.05,324.82,53.34,31.98,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,435.38,308.83,488.72
8,Leanbot_p195,0.04,460.62,324.43,55.69,32.54,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,432.77,308.16,488.47
8,Leanbot_m15,0.04,460.94,324.48,54.89,33.16,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,433.50,307.90,488.38
8,Leanbot_m15,0.03,462.28,324.59,52.41,32.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,436.07,308.41,488.48
8,Leanbot_m15,0.03,463.99,324.57,49.24,29.79,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,439.37,309.68,488.61
8,Leanbot_m15,0.02,462.80,324.53,52.42,29.94,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,436.59,309.56,489.01
8,Leanbot_p195,0.02,457.16,323.23,49.39,29.65,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,432.47,308.41,481.86
8,Leanbot_0,0.02,460.20,324.60,55.78,32.35,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,432.31,308.43,488.09
8,Leanbot_0,0.02,461.28,323.99,54.94,30.53,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,433.81,308.73,488.75
8,Leanbot_p195,0.02,460.46,323.88,54.89,31.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,433.01,307.98,487.90
8,Leanbot_m15,0.02,462.88,324.77,52.87,29.75,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,436.44,309.89,489.31
8,Leanbot_0,0.02,462.05,323.99,53.48,30.56,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,435.31,308.71,488.79
8,Leanbot_p195,0.01,452.16,324.07,39.99,30.28,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,432.17,308.93,472.16
9,Leanbot_p195,0.19,357.95,321.23,53.55,33.57,0.03,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.19,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.18,304.44,384.72
9,Leanbot_p195,0.18,359.06,320.77,55.12,33.53,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.10,331.50,304.00,386.62
9,Leanbot_p195,0.18,358.25,321.15,54.25,33.72,0.07,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.18,0.00,0.00,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,331.12,304.29,385.38
9,Leanbot_p180,0.18,358.79,320.79,52.11,34.85,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,332.74,303.37,384.85
9,Leanbot_p195,0.15,358.16,321.12,53.89,31.52,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,331.22,305.36,385.11
9,Leanbot_p180,0.12,358.50,320.74,54.07,33.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.12,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,331.46,303.79,385.54
9,Leanbot_p180,0.11,358.86,320.64,53.61,34.18,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,332.06,303.55,385.67
9,Leanbot_p195,0.10,358.78,320.77,54.30,33.74,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.10,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,331.63,303.90,385.93
9,Leanbot_p195,0.08,358.60,321.32,52.19,33.38,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,332.50,304.63,384.70
9,Leanbot_m15,0.08,358.79,320.73,54.99,33.82,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.08,331.30,303.82,386.29
9,Leanbot_m15,0.06,358.58,320.85,54.13,33.06,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.06,331.51,304.32,385.64
9,Leanbot_p195,0.05,357.84,321.14,54.28,33.46,0.02,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,330.70,304.41,384.98
9,Leanbot_p195,0.04,357.98,321.40,53.56,33.63,0.01,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.20,304.58,384.76
9,Leanbot_p180,0.04,358.32,320.64,53.68,34.26,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.03,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,331.48,303.51,385.16
9,Leanbot_p195,0.04,358.24,321.09,53.51,31.67,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,331.49,305.25,385.00
9,Leanbot_p180,0.04,358.64,320.71,54.04,32.97,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,331.62,304.22,385.66
9,Leanbot_p165,0.03,357.94,321.46,53.36,33.46,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.26,304.73,384.62
9,Leanbot_p195,0.03,358.00,321.28,53.86,33.89,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,331.07,304.33,384.93
9,Leanbot_m15,0.03,358.71,320.91,52.26,34.45,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.03,332.58,303.69,384.84
9,Leanbot_p180,0.02,358.86,320.70,54.10,33.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,331.81,303.95,385.91
9,Leanbot_p195,0.02,357.78,322.15,52.25,33.47,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,331.65,305.41,383.90
9,Leanbot_p180,0.02,361.26,318.56,45.90,30.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,338.31,303.26,384.21
9,Leanbot_p195,0.02,358.31,320.08,52.14,32.64,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,332.24,303.76,384.38
10,Leanbot_0,0.01,480.53,206.08,29.12,21.65,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,465.97,195.26,495.09
11,Leanbot_m15,0.01,449.54,255.43,27.30,18.13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,435.89,246.37,463.19
